page,n_orden,provincia,departamento,localidad,footnote,total,varones,mujeres
v4_p06,334,Córdoba,San Justo,El Fortín,,1272,661,611
v4_p06,558,Córdoba,San Justo,El Fuertecito,,578,303,271
v4_p06,330,Santa Fe,Las Colonias,Elisa,,1278,671,607
v4_p06,651,Córdoba,Colón,El Manzano,,370,208,162
v4_p06,76,Santa Fe,General López,Elortondo,,5147,2663,2484
v4_p06,720,Córdoba,Tulumba,El Perchel,,225,121,104
v4_p06,656,Córdoba,Calamuchita,El Quebracho,,356,182,174
v4_p06,726,Córdoba,Río Primero,El Quebracho,,214,112,102
v4_p06,493,Córdoba,Juárez Celman,El Rastreador,,728,404,324
v4_p06,176,Santa Fe,General Obligado,El Sombrerito,,2414,1317,1097
v4_p06,292,Córdoba,San Justo,El Tío,,1463,750,713
v4_p06,62,Santa Fe,San Martín,El Trébol,,5954,3012,2942
v4_p06,183,Córdoba,Calamuchita,Embalse,,2112,1006,1106
v4_p06,439,Santa Fe,La Capital,Emilia,,903,453,450
v4_p06,636,Santa Fe,Las Colonias,Empalme San Carlos,,408,214,194
v4_p06,146,Santa Fe,Constitución,Empalme V. Constitución,,3095,1603,1492
v4_p06,655,Córdoba,Río Seco,Encrucijada,,357,179,178
v4_p06,435,Santa Fe,Castellanos,Esmeralda,,911,482,429
v4_p06,19,Santa Fe,Las Colonias,Esperanza,,16606,7994,8612
v4_p06,600,Córdoba,Río Cuarto,Espinillo,,479,251,228
v4_p06,609,Santa Fe,9 de Julio,Esteban Rams,,466,258,208
v4_p06,703,Santa Fe,San Justo,Esther,,260,150,110
v4_p07,164,Córdoba,General San Martín,Etruria,,2785,1466,1319
v4_p07,453,Santa Fe,Castellanos,Eusebia,,849,474,375
v4_p07,598,Santa Fe,Castellanos,Eustolia,,486,257,229
v4_p07,589,Córdoba,Santa María,Falda del Carmen,,494,270,224
v4_p07,482,Santa Fe,Las Colonias,Felicia,,747,355,392
v4_p07,211,Santa Fe,Rosario,Fighiera,,1827,918,909
v4_p07,38,Santa Fe,General López,Firmat,,9484,4903,4581
v4_p07,279,Santa Fe,General Obligado,Florencia,,1508,744,764
v4_p07,676,Córdoba,Río Cuarto,Fragueyro,,307,176,131
v4_p07,268,Santa Fe,Las Colonias,Frank,,1553,809,744
v4_p07,697,Córdoba,Pte. Roque Sáenz Peña,Fray Cayetano Rodríguez,,266,168,98
v4_p07,80,Santa Fe,San Lorenzo,Fray Luis Beltrán,,5093,2634,2459
v4_p07,152,Córdoba,San Justo,Freyre,,3026,1452,1574
v4_p07,192,Santa Fe,Iriondo,Froilán Palacios,,1948,1023,925
v4_p07,238,Santa Fe,Castellanos,Frontera,,1672,861,811
v4_p07,316,Santa Fe,San Lorenzo,Fuentes,,1337,699,638
v4_p07,91,Santa Fe,Rosario,Funes,,4484,2295,2189
v4_p07,232,Santa Fe,San Jerónimo,Gaboto,,1737,929,808
v4_p07,678,Santa Fe,Castellanos,Galisteo,,304,174,130
v4_p07,25,Santa Fe,San Jerónimo,Gálvez,,11759,5808,5951
v4_p07,572,Santa Fe,General Obligado,Garabato,,525,284,241
v4_p07,540,Santa Fe,Castellanos,Garibaldi,,616,324,292
v4_p07,328,Córdoba,Marcos Juárez,General Baldissera,,1282,660,622
v4_p07,70,Córdoba,Juárez Celman,General Cabrera,,5455,2708,2747
v4_p07,148,Córdoba,Juárez Celman,General Deheza,,3056,1606,1450
v4_p07,691,Córdoba,Tercero Arriba,General Fotheringham,,280,146,134
v4_p07,399,Santa Fe,Constitución,General Gelly,,1018,542,476
v4_p07,149,Córdoba,Pte. Roque Sáenz Peña,General Levalle,,3050,1524,1526
v4_p07,456,Córdoba,Colón,General Paz,,838,434,404
v4_p07,194,Córdoba,Marcos Juárez,General Roca,,1945,962,983
v4_p07,710,Córdoba,Río Cuarto,General Soler,,245,141,104
v4_p07,395,Santa Fe,San Jerónimo,Gessler,,1038,525,513
v4_p07,475,Santa Fe,La Capital,Gobernador Candioti,,767,403,364
v4_p07,294,Santa Fe,San Justo,Gobernador Crespo,,1457,740,717
v4_p07,241,Santa Fe,Caseros,Gödeken,,1666,891,775
v4_p07,252,Santa Fe,Constitución,Godoy,,1620,837,783
v4_p07,419,Santa Fe,General Obligado,Golondrina,,966,543,423
v4_p07,64,Santa Fe,Rosario,Granadero Baigorria,,5818,2975,2843
v4_p07,313,Santa Fe,Las Colonias,Grutly,,1349,712,537
v4_p07,680,Córdoba,Cruz del Eje,Guanaco Muerto,,301,161,140
v4_p07,694,Córdoba,Pte. Roque Sáenz Peña,Guardia Vieja,,276,152,124
v4_p08,649,Córdoba,Minas,Guasapampa,,374,173,201
v4_p08,163,Córdoba,Marcos Juárez,Guatimozín,,2801,1500,1301
v4_p08,511,Córdoba,Río Seco,Gutemberg,,685,348,337
v4_p08,167,Santa Fe,Garay,Helvecia,,2702,1329,1373
v4_p08,55,Córdoba,Tercero Arriba,Hernando,,6453,3179,3274
v4_p08,136,Santa Fe,San Cristóbal,Hersilia,,3278,1595,1683
v4_p08,568,Santa Fe,Las Colonias,Hipatía,,536,305,231
v4_p08,175,Córdoba,Río Cuarto,Holmberg,,2439,1232,1207
v4_p08,494,Córdoba,Juárez Celman,Huanchilla,,722,395,327
v4_p08,288,Santa Fe,San Cristóbal,Huanqueros,,1469,831,638
v4_p08,151,Córdoba,Punilla,Huerta Grande,,3028,1432,1596
v4_p08,258,Santa Fe,General López,Hughes,,1594,816,778
v4_p08,73,Córdoba,General Roca,Huinca Renancó,,5302,2673,2629
v4_p08,92,Santa Fe,Castellanos,Humberto 1º,,4453,2163,2290
v4_p08,346,Santa Fe,Las Colonias,Humboldt,,1229,602,627
v4_p08,446,Santa Fe,Rosario,Ibarlucea,,873,494,379
v4_p08,262,Córdoba,Unión,Idiazábal,,1576,924,652
v4_p08,525,Córdoba,Cruz del Eje,Iglesias Viejas,,654,365,289
v4_p08,467,Santa Fe,General Obligado,Ingeniero Chanourdié,,803,412,391
v4_p08,130,Córdoba,Marcos Juárez,Irivilli,,3408,1794,1614
v4_p08,601,Santa Fe,General Obligado,Intiyaco,,479,233,246
v4_p08,343,Santa Fe,San Jerónimo,Irigoyen,,1236,652,584
v4_p08,123,Córdoba,Marcos Juárez,Isla Verde,,3603,1845,1758
v4_p08,421,Córdoba,General Roca,Italó,,959,523,436
v4_p08,624,Santa Fe,Las Colonias,Jacinto L. Arauz,,429,236,193
v4_p08,617,Córdoba,Ischilín,Jaime Peter,,449,223,226
v4_p08,120,Córdoba,Tercero Arriba,James Craik,,3628,1815,1813
v4_p08,775,Córdoba,San Justo,Jean Maire,,103,63,40
v4_p08,32,Córdoba,Colón,Jesús María,,9921,4716,5205
v4_p08,207,Santa Fe,San Lorenzo,Jesús María,,1855,972,883
v4_p08,34,Santa Fe,Vera,Jobson,,9754,4626,5128
v4_p08,504,Córdoba,Santa María,José de la Quintana,,698,477,221
v4_p08,426,Santa Fe,Castellanos,Josefina,,943,493,450
v4_p08,259,Córdoba,General Roca,Jovita,,1589,822,767
v4_p08,358,Santa Fe,Constitución,J. B. Molina,,1189,618,571
v4_p08,536,Córdoba,Colón,Juárez Celman,,628,330,298
v4_p08,186,Santa Fe,Constitución,Juncal,,1997,1015,982
v4_p08,110,Córdoba,Unión,Justiniano Posse,,3891,1972,1919
v4_p08,567,Córdoba,Colón,Kilómetro 711,,547,285,262
v4_p08,112,Córdoba,Unión,Laborde,,3875,1918,1957
v4_p08,305,Santa Fe,General López,Labordeboy,,1398,760,638
v4_p09,27,Córdoba,Pte. Roque Sáenz Peña,Laboulaye,,11265,5507,5758
v4_p09,492,Córdoba,Río Primero,La Buena Parada,,730,366,364
v4_p09,162,Córdoba,Colón,La Calera,,2818,1358,1460
v4_p09,53,Córdoba,Juárez Celman,La Carlota,,6532,3202,3330
v4_p09,377,Córdoba,Río Cuarto,La Cautiva,,1117,628,489
v4_p09,309,Córdoba,Pte. Roque Sáenz Peña,La Cesira,,1379,767,612
v4_p09,688,Córdoba,San Justo,La Cortadera,,288,148,140
v4_p09,306,Santa Fe,San Justo,La Criolla,,1396,704,692
v4_p09,561,Córdoba,Calamuchita,La Cruz,,575,267,308
v4_p09,85,Córdoba,Punilla,La Cumbre,,4768,2268,2500
v4_p09,486,Santa Fe,General López,La Chispa,,741,425,316
v4_p09,156,Córdoba,Punilla,La Falda,,2908,1363,1545
v4_p09,182,Córdoba,San Justo,La Francia,,2137,1048,1089
v4_p09,99,Santa Fe,Vera,La Gallareta,,4178,2131,2047
v4_p09,620,Córdoba,Río Cuarto,La Gilda,,444,245,199
v4_p09,338,Córdoba,Colón,La Granja,,1261,650,611
v4_p09,639,Córdoba,Pte. Roque Sáenz Peña,Laguna del Monte,,390,259,131
v4_p09,121,Córdoba,Río Segundo,Laguna Larga,,3609,1827,1782
v4_p09,496,Córdoba,Cruz del Eje,La Higuera,,719,360,359
v4_p09,660,Córdoba,Tulumba,La Isla de San Antonio,,335,190,145
v4_p09,295,Córdoba,General San Martín,La Laguna,,1456,761,695
v4_p09,526,Santa Fe,San Cristóbal,La Lucila,,651,359,292
v4_p09,753,Córdoba,General Roca,La Nacional,,154,83,71
v4_p09,231,Santa Fe,San Martín,Landeta,,1737,910,827
v4_p09,320,Santa Fe,General Obligado,Lanteri,,1326,668,658
v4_p09,479,Córdoba,General San Martín,La Palestina,,750,420,330
v4_p09,599,Córdoba,Totoral,La Pampa,,486,252,234
v4_p09,452,Córdoba,San Justo,La Paquita,,854,444,410
v4_p09,197,Córdoba,Río Primero,La Para,,1923,918,1005
v4_p09,506,Córdoba,San Javier,La Paz,,694,330,364
v4_p09,242,Santa Fe,Las Colonias,La Pelada,,1666,900,766
v4_p09,698,Córdoba,Minas,La Playa,,265,127,138
v4_p09,344,Córdoba,General San Martín,La Playosa,,1233,599,634
v4_p09,618,Córdoba,San Javier,La Población,,445,221,224
v4_p09,665,Córdoba,Río Primero,La Posta,,322,157,165
v4_p09,307,Córdoba,Río Primero,La Puerta,,1393,676,717
v4_p09,569,Córdoba,Colón,La Puerta,,535,296,239
v4_p09,508,Santa Fe,San Jerónimo,Larrechea,,690,358,332
v4_p09,490,Santa Fe,San Cristóbal,La Rubia,,736,372,364
v4_p09,449,Santa Fe,Constitución,La Vanguardia,,867,475,392
v4_p09,193,Córdoba,Río Cuarto,Las Acequias,,1945,1050,895
v4_p10,507,Córdoba,Tulumba,Las Arrias,,693,331,362
v4_p10,758,Córdoba,Río Primero,Las Averías,,131,64,67
v4_p10,673,Santa Fe,San Cristóbal,Las Avispas,,312,176,136
v4_p10,542,Córdoba,Calamuchita,Las Bajadas,,610,349,261
v4_p10,596,Santa Fe,San Martín,Las Bandurrias,,490,281,209
v4_p10,677,Córdoba,San Alberto,Las Calles,,306,154,152
v4_p10,515,Santa Fe,General Obligado,Las Garzas,,675,367,308
v4_p10,153,Córdoba,Río Cuarto,Las Higueras,,2990,1544,1446
v4_p10,575,Córdoba,Tercero Arriba,Las Isletillas,,523,274,249
v4_p10,363,Córdoba,Río Segundo,Las Junturas,,1183,579,604
v4_p10,752,Córdoba,Pocho,Las Palmas,,155,80,75
v4_p10,417,Santa Fe,San Cristóbal,Las Palmeras,,969,491,478
v4_p10,87,Santa Fe,Belgrano,Las Parejas,,4696,2531,2165
v4_p10,422,Córdoba,Totoral,Las Peñas,,958,465,493
v4_p10,142,Córdoba,Tercero Arriba,Las Perdices,,3207,1639,1568
v4_p10,429,Santa Fe,San Martín,Las Petacas,,938,505,433
v4_p10,544,Córdoba,San Alberto,Las Rabonas,,606,306,300
v4_p10,40,Santa Fe,Belgrano,Las Rosas,,9235,4731,4504
v4_p10,693,Córdoba,Río Primero,Las Saladas,,277,127,150
v4_p10,500,Córdoba,San Javier,Las Tapias,,712,352,360
v4_p10,628,Córdoba,Río Cuarto,Las Tapias,,424,228,196
v4_p10,81,Santa Fe,General Obligado,Las Toscas,,5055,2640,2415
v4_p10,477,Santa Fe,Las Colonias,Las Tunas,,763,394,369
v4_p10,255,Córdoba,San Justo,Las Varas,,1607,863,744
v4_p10,44,Córdoba,San Justo,Las Varillas,,7405,3528,3877
v4_p10,398,Córdoba,Río Cuarto,Las Vertientes,,1022,559,463
v4_p10,436,Santa Fe,General López,Lazzarino,,911,485,426
v4_p10,740,Córdoba,General Roca,Lecueder,,192,99,93
v4_p10,564,Córdoba,Pte. Roque Sáenz Peña,Leguizamón,,568,332,236
v4_p10,204,Santa Fe,Castellanos,Lehmann,,1873,941,932
v4_p10,46,Córdoba,Marcos Juárez,Leones,,7161,3627,3534
v4_p10,332,Santa Fe,9 de Julio,Logroño,,1277,722,555
v4_p10,583,Santa Fe,San Jerónimo,Loma Alta,,502,263,239
v4_p10,387,Santa Fe,San Jerónimo,López,,1059,537,522
v4_p10,764,Córdoba,Tulumba,Los Alamos,,121,67,54
v4_p10,711,Córdoba,General Roca,Los Alfalfares,,244,145,99
v4_p10,491,Santa Fe,General Obligado,Los Amores,,736,395,341
v4_p10,282,Santa Fe,San Martín,Los Cardos,,1502,802,700
v4_p10,470,Córdoba,San Javier,Los Cerrillos,,792,369,423
v4_p10,448,Córdoba,Juárez Celman,Los Cisnes,,869,455,414
v4_p10,458,Córdoba,Punilla,Los Cocos,,835,421,414
v4_p11,670,Córdoba,Totoral,Los Cometierra,,314,173,141
v4_p11,220,Córdoba,Calamuchita,Los Cóndores,,1777,949,828
v4_p11,659,Córdoba,Río Segundo,Los Chañaritos,,339,180,159
v4_p11,473,Córdoba,San Javier,Los Hornillos,,780,381,399
v4_p11,585,Córdoba,Río Seco,Los Hoyos,,500,253,247
v4_p11,582,Córdoba,Río Cuarto,Los Jagüeles,,503,294,209
v4_p11,754,Córdoba,Totoral,Los Mistoles,,152,88,64
v4_p11,203,Santa Fe,Caseros,Los Molinos,,1892,997,895
v4_p11,773,Córdoba,Ischilín,Los Pozos,,108,59,49
v4_p11,228,Santa Fe,Caseros,Los Quirquinchos,,1754,908,846
v4_p11,683,Córdoba,Calamuchita,Los Reartes,,298,156,142
v4_p11,198,Santa Fe,9 de Julio,Los Saladillos,,1920,989,931
v4_p11,674,Córdoba,Cruz del Eje,Los Sauces,,311,154,157
v4_p11,173,Córdoba,Marcos Juárez,Los Surgentes,,2483,1295,1188
v4_p11,437,Córdoba,Tercero Arriba,Los Zorros,,910,486,424
v4_p11,351,Córdoba,Santa María,Lozada,,1212,651,561
v4_p11,547,Córdoba,General San Martín,Luca,,600,312,288
v4_p11,388,Santa Fe,Iriondo,Lucio V. López,,1057,592,455
v4_p11,366,Córdoba,Tulumba,Lucio V. Mansilla,,1175,628,547
v4_p11,265,Santa Fe,San Lorenzo,Luis Palacios,,1564,863,701
v4_p11,178,Córdoba,Río Segundo,Luque,,2313,1183,1130
v4_p11,768,Córdoba,Calamuchita,Lutti,,114,56,58
v4_p11,537,Córdoba,San Justo,Luxardo,,628,339,289
v4_p11,464,Córdoba,San Javier,Luyaba,,809,410,399
v4_p11,215,Santa Fe,La Capital,Llambi Campbell,,1817,967,850
v4_p11,140,Santa Fe,San Jerónimo,Maciel,,3213,1606,1607
v4_p11,687,Córdoba,Totoral,Macha,,291,147,144
v4_p11,225,Santa Fe,General López,Maggiolo,,1763,918,845
v4_p11,119,Córdoba,Santa María,Malagueño,,3662,1954,1708
v4_p11,580,Córdoba,Río Cuarto,Malena,,506,288,218
v4_p11,739,Córdoba,Juárez Celman,Manantiales,,194,116,78
v4_p11,454,Córdoba,Río Segundo,Manfredi,,846,469,377
v4_p11,771,Córdoba,Río Primero,Maquinista Gallini,,110,53,57
v4_p11,298,Santa Fe,San Justo,Marcelino Escalada,,1444,746,698
v4_p11,22,Córdoba,Marcos Juárez,Marcos Juárez,,12897,6394,6503
v4_p11,276,Santa Fe,Vera,Margarita,,1520,767,753
v4_p11,513,Santa Fe,Castellanos,Margarita,,680,366,314
v4_p11,129,Santa Fe,Castellanos,María Juana,,3432,1806,1626
v4_p11,548,Santa Fe,Las Colonias,María Luisa,,600,319,281
v4_p11,250,Santa Fe,San Martín,María Susana,,1623,804,819
v4_p11,96,Santa Fe,General López,María Teresa,,4294,2360,1934
v4_p12,447,Santa Fe,Las Colonias,Mariano Saavedra,,871,452,419
v4_p12,652,Santa Fe,Castellanos,Marini,,367,202,165
v4_p12,201,Córdoba,San Justo,Marull,,1906,990,916
v4_p12,445,Córdoba,General Roca,Mattaldi,,876,471,405
v4_p12,356,Santa Fe,Las Colonias,Matilde,,1193,607,586
v4_p12,385,Córdoba,Río Segundo,Matorrales,,1067,558,509
v4_p12,115,Santa Fe,Constitución,Máximo Paz,,3782,1976,1806
v4_p12,317,Córdoba,Unión,Médanos de las Cañas,,1337,667,670
v4_p12,725,Córdoba,Cruz del Eje,Media Naranja,,216,128,88
v4_p12,166,Santa Fe,General López,Melincué,,2748,1430,1318
v4_p12,416,Córdoba,Pte. Roque Sáenz Peña,Melo,,970,507,463
v4_p12,731,Córdoba,Colón,Mendiolaza,,209,107,102
v4_p12,469,Santa Fe,General López,Miguel Torres,,796,423,373
v4_p12,170,Córdoba,San Alberto,Mina Clavero,,2560,1224,1336
v4_p12,367,Córdoba,San Justo,Miramar,,1175,548,627
v4_p12,734,Córdoba,General Roca,Modestino Pizarro,,204,112,92
v4_p12,139,Santa Fe,San Cristóbal,Moisés Ville,,3217,1576,1641
v4_p12,75,Córdoba,Río Cuarto,Moldes,,5230,2616,2614
v4_p12,657,Córdoba,Punilla,Molinari,,345,119,226
v4_p12,586,Córdoba,Calamuchita,Molinos,,498,255,243
v4_p12,401,Santa Fe,San Cristóbal,Monigotes,,1011,494,517
v4_p12,712,Córdoba,Calamuchita,Monsalvo,,240,126,114
v4_p12,180,Córdoba,Marcos Juárez,Monte Buey,,2244,1136,1108
v4_p12,621,Córdoba,Río Primero,Monte Cristo,,439,215,224
v4_p12,495,Córdoba,Río Cuarto,Monte de los Gauchos,,720,374,346
v4_p12,765,Córdoba,Río Primero,Monte del Rosario,,120,60,60
v4_p12,359,Santa Fe,9 de Julio,Montefiore,,1186,636,550
v4_p12,554,Córdoba,Unión,Monte Leña,,586,312,274
v4_p12,141,Córdoba,Unión,Monte Maíz,,3211,1607,1604
v4_p12,372,Córdoba,Santa María,Monte Ralo,,1153,656,497
v4_p12,283,Santa Fe,Belgrano,Montes de Oca,,1493,713,780
v4_p12,185,Santa Fe,La Capital,Monte Vera,,1998,1089,909
v4_p12,177,Córdoba,Unión,Morrison,,2319,1146,1173
v4_p12,45,Córdoba,San Justo,Morteros,,7351,3475,3876
v4_p12,410,Santa Fe,San Justo,Naré,,978,529,449
v4_p12,208,Santa Fe,La Capital,Nelson,,1854,943,911
v4_p12,531,Córdoba,General Roca,Nicolás Bruzone,,633,343,290
v4_p12,743,Córdoba,Minas,Ninalquín,,177,87,90
v4_p12,133,Córdoba,Unión,Noetinger,,3389,1679,1710
v4_p12,607,Córdoba,San Alberto,Nono,,469,228,241
v4_p12,662,Córdoba,Río Primero,Nueva Andalucía,,329,179,150
v4_p13,438,Santa Fe,Las Colonias,Nuevo Torino,,905,479,426
v4_p13,647,Santa Fe,San Cristóbal,Ñanducita,,375,187,188
v4_p13,326,Córdoba,Río Primero,Obispo Trejo,,1294,591,703
v4_p13,461,Córdoba,Juárez Celman,Olaeta,,822,446,376
v4_p13,29,Córdoba,Tercero Arriba,Oliva,,10194,4874,5320
v4_p13,235,Santa Fe,Iriondo,Oliveros,,1694,785,909
v4_p13,727,Córdoba,Juárez Celman,Olmos,,214,113,101
v4_p13,518,Córdoba,General Roca,Onagoity,,674,395,279
v4_p13,52,Córdoba,Río Segundo,Onativo,,6557,3245,3312
v4_p13,246,Córdoba,Unión,Ordóñez,,1642,814,828
v4_p13,685,Córdoba,Juárez Celman,Pacheco de Melo,,292,152,140
v4_p13,374,Santa Fe,San Cristóbal,Palacios,,1149,589,560
v4_p13,236,Córdoba,Tercero Arriba,Pampayasta Norte,,1691,918,773
v4_p13,274,Córdoba,Tercero Arriba,Pampayasta Sud,,1537,823,714
v4_p13,707,Córdoba,San Alberto,Panaholma,,253,134,119
v4_p13,227,Córdoba,Unión,Pascanas,,1760,874,886
v4_p13,327,Córdoba,General San Martín,Pasco,,1294,681,613
v4_p13,563,Córdoba,Cruz del Eje,Paso Viejo,,571,290,281
v4_p13,668,Córdoba,Río Cuarto,Paunero,,315,185,130
v4_p13,443,Santa Fe,Constitución,Pavón,,889,477,412
v4_p13,205,Santa Fe,Constitución,Pavón Arriba,,1859,1005,854
v4_p13,751,Córdoba,Juárez Celman,Pedro E. Funes,,159,93,66
v4_p13,389,Santa Fe,San Justo,Pedro Gómez Cello,,1053,580,473
v4_p13,49,Santa Fe,Rosario,Pérez,,6800,3466,3334
v4_p13,212,Santa Fe,Constitución,Peyrano,,1825,933,892
v4_p13,122,Santa Fe,San Martín,Piamonte,,3605,1871,1734
v4_p13,671,Córdoba,Cruz del Eje,Pichanas,,314,165,149
v4_p13,746,Córdoba,Minas,Piedrita Blanca,,174,90,84
v4_p13,109,Santa Fe,Las Colonias,Pilar,,3909,1963,1946
v4_p13,131,Córdoba,Río Segundo,Pilar,,3403,1720,1683
v4_p13,472,Córdoba,General Roca,Pinoén,,783,459,324
v4_p13,465,Santa Fe,Rosario,Piñero,,807,443,364
v4_p13,551,Córdoba,Río Primero,Piquillín,,593,324,269
v4_p13,675,Córdoba,Pocho,Pocho,,311,155,156
v4_p13,171,Córdoba,San Justo,Porteña,,2544,1260,1284
v4_p13,30,Santa Fe,Rosario,Posta de San Martín,,10152,5210,4942
v4_p13,433,Córdoba,Santa María,Potrero de Garay,,918,478,440
v4_p13,434,Santa Fe,Nueve de Julio,Pozo Borrado,,917,510,407
v4_p13,646,Córdoba,Río Primero,Pozo de la Loma,,377,201,176
v4_p13,761,Córdoba,San Javier,Pozo del Chañar,,127,62,65
v4_p13,172,Córdoba,Río Segundo,Pozo del Molle,,2499,1254,1245
v4_p14,345,Santa Fe,Castellanos,Presidente Roca,,1232,651,581
v4_p14,663,Córdoba,Río Cuarto,Pretot Freyre,,328,187,141
v4_p14,245,Santa Fe,Las Colonias,Progreso,,1643,842,801
v4_p14,361,Santa Fe,Las Colonias,Providencia,,1185,605,580
v4_p14,382,Santa Fe,Rosario,Pueblo Brito,,1085,580,505
v4_p14,534,Santa Fe,Rosario,Pueblo Esther,,630,340,290
v4_p14,397,Córdoba,Unión,Pueblo Italiano,,1027,545,482
v4_p14,460,Santa Fe,Rosario,Pueblo Muñoz,,828,438,390
v4_p14,56,Santa Fe,Rosario,Pueblo Nuevo,,6321,3291,3030
v4_p14,104,Santa Fe,San Lorenzo,Puerto San Martín,,4065,2114,1951
v4_p14,672,Córdoba,Río Seco,Puesto de Castro,,313,157,156
v4_p14,187,Santa Fe,San Lorenzo,Pujato,,1997,1078,919
v4_p14,631,Córdoba,Río Cuarto,Punta de Agua,,421,239,182
v4_p14,412,Córdoba,Tercero Arriba,Punta del Agua,,976,515,461
v4_p14,622,Córdoba,Río Primero,Punta del Agua,,437,222,215
v4_p14,641,Córdoba,San Javier,Quebrada de los Pozos,,380,208,172
v4_p14,527,Córdoba,San Justo,Quebracho Herrado,,651,365,286
v4_p14,157,Córdoba,Ischilín,Quilino,,2867,1355,1512
v4_p14,7,Santa Fe,Castellanos,Rafaela,,35653,17183,18470
v4_p14,605,Córdoba,Santa María,Rafael García,,473,247,226
v4_p14,497,Santa Fe,San Justo,Ramayón,,719,400,319
v4_p14,379,Santa Fe,Castellanos,Ramona,,1106,543,563
v4_p14,591,Córdoba,Unión,Ramón J. Cárcano,,493,287,206
v4_p14,704,Córdoba,Río Primero,Rangel,,258,134,124
v4_p14,635,Córdoba,General Roca,Ranqueles,,410,253,157
v4_p14,661,Córdoba,Río Seco,Rayo Cortado,,330,152,178
v4_p14,13,Santa Fe,General Obligado,Reconquista,,19000,9070,9930
v4_p14,380,Santa Fe,La Capital,Recreo,,1095,551,544
v4_p14,23,Santa Fe,La Capital,Reinaldo Cullen,,11881,5914,5967
v4_p14,509,Santa Fe,San Lorenzo,Ricardone,,690,401,289
v4_p14,535,Córdoba,Río Segundo,Rincón,,629,333,296
v4_p14,640,Córdoba,Pte. Roque Sáenz Peña,Río Bamba,,385,214,171
v4_p14,65,Córdoba,Colón,Río Ceballos,,5760,2746,3014
v4_p14,4,Córdoba,Río Cuarto,Río Cuarto,,65569,31138,34431
v4_p14,409,Córdoba,Calamuchita,Río de los Sauces,,984,508,476
v4_p14,209,Córdoba,Río Primero,Río Primero,,1845,912,933
v4_p14,43,Córdoba,Río Segundo,Río Segundo,,7572,3696,3876
v4_p14,15,Córdoba,Tercero Arriba,Río Tercero,,18512,9119,9393
v4_p14,71,Santa Fe,San Lorenzo,Roldán,,5376,2753,2623
v4_p14,126,Santa Fe,San Javier,Romang,,3514,1735,1779
v4_p14,375,Córdoba,Pte. Roque Sáenz Peña,Rosales,,1134,631,503
v4_p15,1,Santa Fe,Rosario,Rosario,,591428,286446,304982
v4_p15,373,Santa Fe,Constitución,Rueda,,1150,617,533
v4_p15,21,Santa Fe,General López,Rufino,,13771,6983,6788
v4_p15,728,Córdoba,Pte. Roque Sáenz Peña,Ruiz Díaz de Guzmán,,214,131,83
v4_p15,741,Córdoba,Minas,Rumiyaco,,187,95,92
v4_p15,193,Córdoba,San Justo,Sacanta,,1935,1037,898
v4_p15,487,Santa Fe,Castellanos,Saguier,,741,385,356
v4_p15,333,Córdoba,Marcos Juárez,Saira,,1275,721,554
v4_p15,560,Córdoba,Marcos Juárez,Saladillo,,577,311,266
v4_p15,325,Córdoba,Colón,Saldán,,1298,624,674
v4_p15,608,Córdoba,Pte. Roque Sáenz Peña,Salguero,,469,263,206
v4_p15,520,Córdoba,Pocho,Salsacate,,669,308,361
v4_p15,286,Córdoba,Colón,Salsipuedes,,1489,745,744
v4_p15,89,Córdoba,Río Cuarto,Sampacho,,4682,2385,2297
v4_p15,571,Córdoba,General San Martín,Sanabria,,529,307,222
v4_p15,210,Córdoba,Calamuchita,San Agustín,,1828,966,862
v4_p15,269,Santa Fe,Las Colonias,San Agustín,,1469,755,714
v4_p15,648,Córdoba,Río Cuarto,San Ambrosio,,375,283,92
v4_p15,654,Córdoba,San Justo,San Antonio,,358,183,175
v4_p15,724,Córdoba,Punilla,San Antonio de Arredondo,,222,120,102
v4_p15,352,Córdoba,Unión,San Antonio de Litín,,1212,635,577
v4_p15,311,Santa Fe,General Obligado,San Antonio de Obligado,,1375,690,685
v4_p15,321,Córdoba,San Justo,San Bartolomé,,1324,674,650
v4_p15,717,Córdoba,Río Cuarto,San Bartolomé,,234,128,106
v4_p15,214,Córdoba,Río Cuarto,San Basilio,,1819,980,839
v4_p15,770,Santa Fe,San Justo,San Bernardo,,113,65,48
v4_p15,521,Córdoba,Minas,San Carlos,,668,322,346
v4_p15,76,Santa Fe,Las Colonias,San Carlos Centro,,5212,2540,2672
v4_p15,440,Santa Fe,Las Colonias,San Carlos Norte,,901,475,426
v4_p15,253,Santa Fe,Las Colonias,San Carlos Sud,,1618,782,836
v4_p15,555,Córdoba,Santa María,San Clemente,,583,336,247
v4_p15,24,Santa Fe,San Cristóbal,San Cristóbal,,11825,5794,6031
v4_p15,95,Santa Fe,General López,Sancti Spíritu,,4402,2334,2068
v4_p15,314,Santa Fe,General López,San Eduardo,,1347,693,654
v4_p15,512,Córdoba,Punilla,San Esteban,,681,385,296
v4_p15,690,Santa Fe,San Jerónimo,San Eugenio,,283,153,130
v4_p15,427,Santa Fe,San Jerónimo,San Fabián,,942,502,440
v4_p15,213,Santa Fe,Caseros,Sanford,,1823,988,835
v4_p15,6,Córdoba,San Justo,San Francisco,,38000,18794,19206
v4_p15,310,Córdoba,Sobremonte,San Francisco del Chañar,,1376,688,688
