page,n_orden,localidad,provincia,depto_1960,poblacion,estado_flag,tier,propuesta,tipo_resolucion,georef_id,id_no_censal,nombre_oficial,lat,lon,fuente,fuente_url,confianza,nota
v7_p02,350,Cienaguillas,Jujuy,Santa Catalina,251,flag_variante,A (aparcado),Cieneguillas,confirmar_candidato_georef,38077030,,Cieneguillas,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v9_1_2_p04,134,Puerto Coyle,Santa Cruz,Güer Aike,251,flag_sin_match,C5-rename,Puerto Coig (Puerto Coyle),rename,,,,-50.9567,-69.2267,Wikipedia (Puerto Coig),https://es.wikipedia.org/wiki/Puerto_Coig,verde (guard: coord en depto esperado),"[guard=verde; punto en Güer Aike] Ex localidad del depto Güer Aike, también llamada Puerto Coyle."
v3_p04,748,Coliqueo,Buenos Aires,Chacabuco,250,flag_bahra,A (aparcado),Coliqueo,confirmar_candidato_georef,06210A00,,Coliqueo,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,749,La Reforma,Buenos Aires,Roque Pérez,250,flag_bahra,A (aparcado),La Reforma,confirmar_candidato_georef,06693A13,,La Reforma,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p06,241,Robles,Santiago del Estero,San Martín,249,flag_variante,A (aparcado),Estación Robles,confirmar_candidato_georef,86175020,,Estación Robles,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p05,352,La Jarilla,La Rioja,General Roca,249,flag_bahra,A (aparcado),La Jarilla,confirmar_candidato_georef,46112A15,,La Jarilla,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p01,750,Arano,Buenos Aires,Adolfo Alsina,248,flag_bahra,A (aparcado),Arano,confirmar_candidato_georef,06007A00,,Arano,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p04,751,Cereales,La Pampa,Atreucó,248,flag_bahra,A (aparcado),Cereales,confirmar_candidato_georef,42007A01,,Cereales,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,752,Gobernador Ayala,La Pampa,Puelén,248,flag_bahra,A (aparcado),Gobernador Ayala,confirmar_candidato_georef,42112A02,,Gobernador Ayala,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,753,La Providencia,Buenos Aires,Olavarría,248,flag_bahra,A (aparcado),La Providencia,confirmar_candidato_georef,06595A14,,La Providencia,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p16,755,Nicolás Levalle,Buenos Aires,Villarino,247,flag_bahra,A (aparcado),Nicolás Levalle,confirmar_candidato_georef,06875A33,,Nicolás Levalle,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,756,Gondra,Buenos Aires,General Villegas,246,flag_bahra,A (aparcado),Gondra,confirmar_candidato_georef,06392A07,,Gondra,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,281,Primero de Mayo,Entre Ríos,Uruguay,246,flag_sin_match,C5-rename,Primero de Mayo,rename,,,,-32.2552,-58.4228,wikipedia,https://es.wikipedia.org/wiki/Primero_de_Mayo_(Entre_R%C3%ADos),verde (guard: coord en depto esperado),"[guard=verde; punto en Uruguay] Primero de Mayo, municipio del depto Uruguay, Entre Rios. Coincide depto."
v6_p02,242,El Cajón,Santiago del Estero,Ojo de Agua,246,flag_sin_match,C5-manual_coord,El Cajón,manual_coord,,,,-29.3211,-63.8839,osm,"https://nominatim.openstreetmap.org/search?q=El+Cajon,+Ojo+de+Agua,+Santiago+del+Estero,+Argentina",verde (guard: coord en depto esperado),[guard=verde; punto en Ojo de Agua] Paraje El Cajón en depto Ojo de Agua (Santiago del Estero).
v7_p06,353,Los Aguirres,La Rioja,General Ocampo,246,flag_variante_bahra,E-bahra-fuzzy,Los Aguirre,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Los Aguirre/General Ortiz de Ocampo [46084A18]
v3_p01,757,Altamira,Buenos Aires,Mercedes,245,flag_bahra,A (aparcado),Altamira,confirmar_candidato_georef,06532A00,,Altamira,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p22,758,Valentín Gómez,Buenos Aires,Rivadavia,245,flag_bahra,A (aparcado),Valentín Gómez,confirmar_candidato_georef,06679A06,,Valentín Gómez,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p07,710,General Soler,Córdoba,Río Cuarto,245,flag_bahra,A (aparcado),General Soler,confirmar_candidato_georef,14098A34,,General Soler,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p05,354,La Posta,Tucumán,Graneros,245,flag_bahra,A (aparcado),La Posta,confirmar_candidato_georef,90049A18,,La Posta,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p10,711,Los Alfalfares,Córdoba,General Roca,244,flag_bahra,A (aparcado),Los Alfalfares,confirmar_candidato_georef,14035A21,,Los Alfalfares,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p02,282,Colonia Hughes,Entre Ríos,Colón,244,flag_variante,A (aparcado),Colonia Hugues,confirmar_candidato_georef,30008030,,Colonia Hugues,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p08,355,Reyes,Jujuy,Capital,243,flag_variante_bahra,E-bahra-fuzzy,San Pablo de Reyes,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: San Pablo de Reyes/Dr. Manuel Belgrano [3802107002]
v6_p01,243,Barrancas,Santiago del Estero,Salavina,242,flag_bahra,A (aparcado),Barrancas,confirmar_candidato_georef,86168A02,,Barrancas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p01,244,Barrialito,Santiago del Estero,Río Hondo,241,flag_bahra,A (aparcado),Barrialito,confirmar_candidato_georef,86147A08,,Barrialito,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p12,712,Monsalvo,Córdoba,Calamuchita,240,flag_variante_bahra,E-bahra-fuzzy,Cañada de Monsalvo,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Cañada de Monsalvo/Calamuchita [14007A06]
v8_p02,174,Guanacache,San Juan,Sarmiento,240,flag_bahra,A (aparcado),Guanacache,confirmar_candidato_georef,70105050,,Guanacache,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p19,760,San Jacinto,Buenos Aires,Mercedes,239,flag_bahra,A (aparcado),San Jacinto,confirmar_candidato_georef,06532A11,,San Jacinto,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p16,713,San Ignacio,Córdoba,Calamuchita,238,flag_variante,D,,desambiguar,,,,,,georef,,baja,>1 candidato: San Ignacio (Loteo San Javier)/Calamuchita [14007190]; San Ignacio (loteo Velez Crespo)/Calamuchita [14007191]
v4_p16,714,Santa Cruz,Córdoba,Tulumba,238,flag_bahra,A (aparcado),Santa Cruz,confirmar_candidato_georef,14175A37,,Santa Cruz,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p03,245,La Brea,Santiago del Estero,Figueroa,237,flag_sin_match,C5-manual_coord,La Brea,manual_coord,,,,-27.5719,-63.6296,OSM Nominatim,https://nominatim.openstreetmap.org/,verde (guard: coord en depto esperado),[guard=verde; punto en Figueroa] Paraje en depto Figueroa (Santiago del Estero). La pista Brea Pozo está en depto San Martín (homónimo distinto); se usó 
v3_p03,761,Barrow,Buenos Aires,Tres Arroyos,236,flag_sin_match,C5-manual_coord,Estación Barrow / Chacra Experimental Barrow,manual_coord,,,,-38.3211,-60.2578,Gobierno de la Prov. de Buenos Aires (CEI Barrow),https://www.gba.gob.ar/innovacion_productiva/chacra_experimental_integrada_barrow,verde (guard: coord en depto esperado),"[guard=verde; punto en Tres Arroyos] Estación/chacra experimental, km 487,5 RN3, partido Tres Arroyos"
v3_p07,762,Duhau,Buenos Aires,Trenque Lauquen,236,flag_bahra,A (aparcado),Duhau,confirmar_candidato_georef,06826A06,,Duhau,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p12,763,La Pastora,Buenos Aires,Tandil,236,flag_bahra,A (aparcado),La Pastora,confirmar_candidato_georef,06791A10,,La Pastora,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p04,283,Juan Jorge,Entre Ríos,Colón,236,flag_bahra,A (aparcado),Juan Jorge,confirmar_candidato_georef,30008A21,,Juan Jorge,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p01,764,Anderson,Buenos Aires,25 de Mayo,235,flag_bahra,A (aparcado),Anderson,confirmar_candidato_georef,06854A00,,Anderson,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p05,765,Coronel Rodolfo Bunge,Buenos Aires,Juárez,235,flag_bahra,A (aparcado),Coronel Rodolfo Bunge,confirmar_candidato_georef,06084A00,,Coronel Rodolfo Bunge,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p21,766,Tomás Jofré,Buenos Aires,Mercedes,235,flag_sin_match,C5-manual_coord,Tomás Jofré (nombre oficial Jorge Born),manual_coord,,,,-34.6995,-59.3189,Municipalidad de Mercedes,https://nw.mercedes.gob.ar/ciudad/turismo/tomas-jofre,verde (guard: coord en depto esperado),"[guard=verde; punto en Mercedes] Localidad del partido de Mercedes; nombre oficial Jorge Born, popularmente Tomás Jofré por su estación"
v6_p06,246,Puna,Santiago del Estero,Moreno,235,flag_sin_match,C5-manual_coord,Puna,manual_coord,,,,-27.7981,-62.5224,OpenStreetMap/Nominatim,https://nominatim.openstreetmap.org/,verde (guard: coord en depto esperado),"[guard=verde; punto en Moreno] Puna (antigua estacion FC Belgrano ramal C4), depto Moreno, Santiago del Estero; NO confundir con La Punta del depto Cho"
v4_p05,716,Chuchiras,Córdoba,San Javier,234,flag_sin_match,C5-manual_coord,Chuchiras,manual_coord,,,,-31.9762,-65.0932,derutasymapas / mapas,https://www.derutasymapas.com.ar/Cordoba/Chuchiras/,verde (guard: coord en depto esperado),"[guard=verde; punto en San Javier] Paraje próximo a Villa Las Rosas, depto San Javier. Coord 31°59'S 65°06'O."
v6_p03,247,Haase,Santiago del Estero,Moreno,234,flag_variante,A (aparcado),Hasse,confirmar_candidato_georef,86119030,,Hasse,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p05,718,Cruz Chica,Córdoba,Punilla,233,flag_sin_match,C5-manual_coord,Cruz Chica,manual_coord,,,,-30.9667,-64.4833,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Cruz-Chica&id=33184,verde (guard: coord en depto esperado),"[guard=verde; punto en Punilla] Localidad del Valle de Punilla entre La Cumbre y Los Cocos, depto Punilla."
v4_p18,714,Tres Arboles,Córdoba,Cruz del Eje,233,flag_bahra,A (aparcado),Tres Árboles,confirmar_candidato_georef,14028A60,,Tres Árboles,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p07,769,Durañona,Buenos Aires,Olavarría,232,flag_bahra,A (aparcado),Durañona,confirmar_candidato_georef,06595A07,,Durañona,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p02,285,Cuay Grande,Corrientes,Santo Tomé,232,flag_bahra,A (aparcado),Cuay Grande,confirmar_candidato_georef,18168A07,,Cuay Grande,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p14,770,Mapis,Buenos Aires,Olavarría,231,flag_bahra,A (aparcado),Mapis,confirmar_candidato_georef,06595A18,,Mapis,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p04,359,El Portezuelo,La Rioja,Rivadavia,231,flag_variante,A (aparcado),Portezuelo,confirmar_candidato_georef,46070030,,Portezuelo,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p23,771,Yutuyaco,Buenos Aires,Adolfo Alsina,230,flag_bahra,A (aparcado),Yutuyaco,confirmar_candidato_georef,06007110,,Yutuyaco,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p15,772,Martín Fierro,Buenos Aires,Azul,229,flag_bahra,A (aparcado),Martín Fierro,confirmar_candidato_georef,06049A20,,Martín Fierro,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p06,776,Chamaicó,La Pampa,Rancul,228,flag_bahra,A (aparcado),Chamaicó,confirmar_candidato_georef,42126A01,,Chamaicó,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p11,361,Veintitrés de Agosto,Jujuy,Ledesma,228,flag_sin_match,C5-rename,23 de Agosto,rename,,,,-23.7808,-64.6708,osm,https://nominatim.openstreetmap.org/search?q=23%20de%20Agosto%2C%20Ledesma%2C%20Jujuy,verde (guard: coord en depto esperado),"[guard=verde; punto en Ledesma] '23 de Agosto', poblado del depto Ledesma (municipio Calilegua), Jujuy. Coincide depto; existe tambien barrio homonimo e"
v3_p04,778,Casey,Buenos Aires,Guaminí,227,flag_bahra,A (aparcado),Casey,confirmar_candidato_georef,06399A02,,Casey,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p12,781,La Japonesa,La Pampa,Cura-Có,225,flag_sin_match,C5-rename,Gobernador Duval,rename,,,,-38.7430,-66.4354,osm,"https://nominatim.openstreetmap.org/search?q=Gobernador+Duval,+La+Pampa,+Argentina",verde (guard: coord en depto esperado),"[guard=verde; punto en Curacó] Gobernador Duval, sobre el Río Colorado en depto Curacó (La Pampa); histórica y popularmente conocido como La Japonesa."
v4_p06,720,El Perchel,Córdoba,Tulumba,225,flag_bahra,A (aparcado),El Perchel,confirmar_candidato_georef,14175A08,,El Perchel,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p03,722,Capilla del Romero,Córdoba,San Javier,224,flag_variante,A (aparcado),Capilla de Romero,confirmar_candidato_georef,14133007,,Capilla de Romero,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p22,782,Vázquez,Buenos Aires,González Chaves,223,flag_variante,A (aparcado),Vásquez,confirmar_candidato_georef,06014040,,Vásquez,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p04,723,Colonia Coyunda,Córdoba,San Justo,223,flag_bahra,A (aparcado),Colonia Coyunda,confirmar_candidato_georef,14140A22,,Colonia Coyunda,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p01,362,Agunyo,La Rioja,General San Martín,223,flag_variante_bahra,E-bahra-fuzzy,Aguayo,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Aguayo/General San Martín [46091A01]
v3_p05,783,Corbett,Buenos Aires,9 de Julio,222,flag_bahra,A (aparcado),Corbett,confirmar_candidato_georef,06588A03,,Corbett,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p07,784,El Zorro,Buenos Aires,Coronel Dorrego,221,flag_bahra,A (aparcado),El Zorro,confirmar_candidato_georef,06189A06,,El Zorro,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p14,785,Maguirre,Buenos Aires,Pergamino,221,flag_variante_bahra,E-bahra-fuzzy,Maguire,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Maguire/Pergamino [06623A12]
v7_p04,363,Esteban de Urizar,Salta,Orán,221,flag_bahra,A (aparcado),Esteban de Urizar,confirmar_candidato_georef,66126A12,,Esteban de Urizar,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p07,364,Padre Lozana,Salta,Gral. J. de San Martín,221,flag_variante,A (aparcado),Padre Lozano,confirmar_candidato_georef,66056180,,Padre Lozano,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p07,786,Drysdale,Buenos Aires,Carlos Tejedor,219,flag_bahra,A (aparcado),Drysdale,confirmar_candidato_georef,06154A01,,Drysdale,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p06,251,Río Tapenagá,Chaco,Tapenagá,219,flag_bahra,A (aparcado),Río Tapenagá,confirmar_candidato_georef,22161A08,,Río Tapenagá,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p07,250,Teniente Brown,Formosa,Patiño,219,flag_bahra,A (aparcado),Teniente Brown,confirmar_candidato_georef,34035A86,,Teniente Brown,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p07,269,Tacuaral,Corrientes,General Paz,218,flag_variante_bahra,E-bahra-fuzzy,El Tacuaral,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: El Tacuaral/General Paz [18063A09]
v3_p14,791,Loventuel,La Pampa,Loventué,215,flag_variante,A (aparcado),Loventué,confirmar_candidato_georef,42098020,,Loventué,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p17,792,Pedro Nicolás Escribano,Buenos Aires,Chascomús,215,flag_bahra,A (aparcado),Pedro Nicolás Escribano,confirmar_candidato_georef,06218A25,,Pedro Nicolás Escribano,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p07,367,Pampa Grande,Salta,Guachipas,215,flag_bahra,A (aparcado),Pampa Grande,confirmar_candidato_georef,66063A09,,Pampa Grande,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p06,726,El Quebracho,Córdoba,Río Primero,214,flag_bahra,A (aparcado),El Quebracho,confirmar_candidato_georef,14105A17,,El Quebracho,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p13,727,Olmos,Córdoba,Juárez Celman,214,flag_bahra,A (aparcado),Olmos,confirmar_candidato_georef,14056A25,,Olmos,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p15,728,Ruiz Díaz de Guzmán,Córdoba,Pte. Roque Sáenz Peña,214,flag_bahra,A (aparcado),Ruiz Díaz de Guzmán,confirmar_candidato_georef,14084A23,,Ruiz Díaz de Guzmán,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p16,793,Napostá,Buenos Aires,Bahía Blanca,212,flag_bahra,A (aparcado),Napostá,confirmar_candidato_georef,06056A08,,Napostá,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p22,794,Víboras,Buenos Aires,Puán,212,flag_bahra,A (aparcado),Víboras,confirmar_candidato_georef,06651A12,,Víboras,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p03,795,Bordeu,Buenos Aires,Bahía Blanca,211,flag_variante_bahra,E-bahra-fuzzy,Villa Bordeau,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Villa Bordeau/Bahía Blanca [0605601004]
v3_p13,796,La Pinta,Buenos Aires,General Arenales,211,flag_bahra,A (aparcado),La Pinta,confirmar_candidato_georef,06294A05,,La Pinta,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,797,La Primavera,Buenos Aires,Coronel Suárez,211,flag_bahra,A (aparcado),La Primavera,confirmar_candidato_georef,06203A08,,La Primavera,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,798,Las Tahonas,Buenos Aires,Magdalena,211,flag_bahra,A (aparcado),Las Tahonas,confirmar_candidato_georef,06655A06,,Las Tahonas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p05,252,Pozo Dulce,Santiago del Estero,Belgrano,211,flag_bahra,A (aparcado),Pozo Dulce,confirmar_candidato_georef,86042A05,,Pozo Dulce,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p01,368,Arenal,Salta,Rosario de la Frontera,211,flag_bahra,A (aparcado),Arenal,confirmar_candidato_georef,66140A02,,Arenal,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p20,799,Saturno,Buenos Aires,Guaminí,210,flag_bahra,A (aparcado),Saturno,confirmar_candidato_georef,06399A14,,Saturno,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p03,729,Candelaria,Córdoba,Totoral,210,flag_variante,A (aparcado),Candelaria Sur,confirmar_candidato_georef,14168010,,Candelaria Sur,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p01,370,Bajo Grande,Salta,Metán,210,flag_sin_match,C5-manual_coord,Bajo Grande,manual_coord,,,,-25.3500,-64.5000,OSM Nominatim,https://nominatim.openstreetmap.org/,verde (guard: coord en depto esperado),"[guard=verde; punto en Metán] Localidad del municipio El Galpón, depto Metán, Salta. Coordenada de baja precisión (punto OSM redondeado); aproximada."
v3_p09,800,Gobernador Andonaegui,Buenos Aires,Exaltación de la Cruz,209,flag_bahra,A (aparcado),Gobernador Andonaegui,confirmar_candidato_georef,06266A02,,Gobernador Andonaegui,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p18,801,Real Audiencia,Buenos Aires,Pila,209,flag_bahra,A (aparcado),Real Audiencia,confirmar_candidato_georef,06630A15,,Real Audiencia,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p03,730,Cañada del Río Pinto,Córdoba,Ischilín,209,flag_variante,A (aparcado),Cañada de Rio Pinto,confirmar_candidato_georef,14049020,,Cañada de Rio Pinto,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p01,290,Apipé,Corrientes,Ituzaingó,209,flag_variante_bahra,E-bahra-fuzzy,Isla Apipé Chico,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Isla Apipé Chico/Ituzaingó [18084A05]
v8_p04,180,Retamito,San Juan,Sarmiento,209,flag_bahra,A (aparcado),Retamito,confirmar_candidato_georef,70105A06,,Retamito,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p05,803,Coronel Falcón,Buenos Aires,Coronel Pringles,208,flag_bahra,A (aparcado),Coronel Falcón,confirmar_candidato_georef,06196A01,,Coronel Falcón,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p14,804,Lumb,Buenos Aires,San Cayetano,208,flag_bahra,A (aparcado),Lumb,confirmar_candidato_georef,06742A06,,Lumb,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,805,La Vitícola,Buenos Aires,Bahía Blanca,207,flag_bahra,A (aparcado),La Vitícola,confirmar_candidato_georef,06056A06,,La Vitícola,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p02,372,Capitán J. Page,Salta,Rivadavia,207,flag_sin_match,C5-rename,Capitán Juan Pagé,rename,,,,-23.6833,-62.3833,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Capitan-Juan-Page&id=29081,verde (guard: coord en depto esperado),"[guard=verde; punto en Rivadavia] Localidad ferroviaria del depto Rivadavia, Salta"
v7_p09,371,San Ignacio,Tucumán,Graneros,207,flag_bahra,A (aparcado),San Ignacio,confirmar_candidato_georef,90049A28,,San Ignacio,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
