origen,page,n_orden,localidad,campo,valor_crudo,evidencia,recorte,estado,resuelto_por
2.2-aproximado,v5_p06,218,Pueblo Bellock,localidad,Pueblo Bellock,wiki=aproximado: Pueblo Bellocq https://es.wikipedia.org/wiki/Pueblo_Bellocq,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p06,260,Pueblo Cazés,localidad,Pueblo Cazés,wiki=sin_match: Pueblo Cazes https://es.wikipedia.org/wiki/Pueblo_Cazes,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,202,Pueblo San Martín (Pto. Curtiembre),localidad,Pueblo San Martín (Pto. Curtiembre),wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,115,Puerto Gisela,localidad,Puerto Gisela,wiki=sin_match: Puerto Vilelas https://es.wikipedia.org/wiki/Puerto_Vilelas,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,254,Puerto Londero,localidad,Puerto Londero,wiki=sin_match: Puerto Loberos https://es.wikipedia.org/wiki/Puerto_Loberos,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,167,Puerto Naranjito,localidad,Puerto Naranjito,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,112,Puerto Panambí,localidad,Puerto Panambí,wiki=sin_match: Puerto Panambí https://es.wikipedia.org/wiki/Puerto_Panamb%C3%AD,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,237,Puerto Rosario,localidad,Puerto Rosario,wiki=sin_match: Puerto Rosario https://es.wikipedia.org/wiki/Puerto_Rosario,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p06,227,Punta Grande,localidad,Punta Grande,wiki=aproximado: Puente Grande https://es.wikipedia.org/wiki/Puente_Grande,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p06,259,Saenz Valiente,localidad,Saenz Valiente,wiki=sin_match: Juan Sáenz Valiente https://es.wikipedia.org/wiki/Juan_S%C3%A1enz_Valiente,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,216,San Cosme,localidad,San Cosme,wiki=sin_match: San Cosme https://es.wikipedia.org/wiki/San_Cosme,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p07,123,San Pedro,localidad,San Pedro,wiki=sin_match: San Pedro https://es.wikipedia.org/wiki/San_Pedro,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p07,39,Sauce,localidad,Sauce,wiki=sin_match: Sauce https://es.wikipedia.org/wiki/Sauce,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p07,264,Sauce Pintos,localidad,Sauce Pintos,wiki=aproximado: Sauce Pinto https://es.wikipedia.org/wiki/Sauce_Pinto,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p07,172,Valle María,localidad,Valle María,wiki=sin_match: Valle María https://es.wikipedia.org/wiki/Valle_Mar%C3%ADa,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p07,271,Veinte de Setiembre,localidad,Veinte de Setiembre,wiki=sin_match: Veinte de Setiembre https://es.wikipedia.org/wiki/Veinte_de_Setiembre,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p07,134,Veinticinco de Mayo,localidad,Veinticinco de Mayo,wiki=sin_match: Veinticinco de Mayo https://es.wikipedia.org/wiki/Veinticinco_de_Mayo,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p08,86,Villa Clara,localidad,Villa Clara,wiki=sin_match: Villa Clara https://es.wikipedia.org/wiki/Villa_Clara,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p08,29,Villa Federal,localidad,Villa Federal,wiki=sin_match: Villa General Arias https://es.wikipedia.org/wiki/Villa_General_Arias,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p08,42,Villa General Ramírez,localidad,Villa General Ramírez,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p08,68,Villa Larroque,localidad,Villa Larroque,wiki=sin_match: Villa Larroque https://es.wikipedia.org/wiki/Villa_Larroque,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p08,111,Villa Piedras Blancas,localidad,Villa Piedras Blancas,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p08,196,Villa San Marcial (Gob. Urquiza),localidad,Villa San Marcial (Gob. Urquiza),wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p08,173,Yabebiry,localidad,Yabebiry,wiki=aproximado: Yabebyry https://es.wikipedia.org/wiki/Yabebyry,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v5_p08,150,Yataití Calle,localidad,Yataití Calle,wiki=aproximado: Yatay Tí Calle https://es.wikipedia.org/wiki/Yatay_T%C3%AD_Calle,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p08,294,Yeruá,localidad,Yeruá,wiki=sin_match: Yeruá https://es.wikipedia.org/wiki/Yeru%C3%A1,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p08,142,Yuquerí,localidad,Yuquerí,wiki=aproximado: Yunquera https://es.wikipedia.org/wiki/Yunquera,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p01,183,Aerolito,localidad,Aerolito,wiki=sin_match: Aerolito https://es.wikipedia.org/wiki/Aerolito,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,278,Agustina Libarona,localidad,Agustina Libarona,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,284,Amamá,localidad,Amamá,wiki=sin_match: Amama (película) https://es.wikipedia.org/wiki/Amama_(pel%C3%ADcula),,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,272,Baez,localidad,Baez,wiki=sin_match: Baez https://es.wikipedia.org/wiki/Baez,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,244,Barrialito,localidad,Barrialito,wiki=sin_match: Barrio del Alto (Puebla) https://es.wikipedia.org/wiki/Barrio_del_Alto_(Puebla),,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,280,Bobadal,localidad,Bobadal,wiki=sin_match: Bobadal https://es.wikipedia.org/wiki/Bobadal,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,215,Cardozo,localidad,Cardozo,wiki=sin_match: Neri Cardozo https://es.wikipedia.org/wiki/Neri_Cardozo,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p01,238,Cejolao,localidad,Cejolao,wiki=aproximado: Cajolá https://es.wikipedia.org/wiki/Cajol%C3%A1,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p01,160,Clodomiro Díaz,localidad,Clodomiro Díaz,wiki=sin_match: Clodomiro Díaz https://es.wikipedia.org/wiki/Clodomiro_D%C3%ADaz,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,100,Colonia José Mármol,localidad,Colonia José Mármol,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p01,91,Colonias Unidas,localidad,Colonias Unidas,wiki=sin_match: Colonias Unidas (localidad) https://es.wikipedia.org/wiki/Colonias_Unidas_(localidad),,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p02,42,Colonia Villafañe,localidad,Colonia Villafañe,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p02,271,Ciervo Petizo,localidad,Ciervo Petizo,wiki=aproximado: Ciervo Petiso https://es.wikipedia.org/wiki/Ciervo_Petiso,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p02,239,Coronel Manuel L. Rico,localidad,Coronel Manuel L. Rico,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p02,184,Desvío Bruchard,localidad,Desvío Bruchard,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p02,230,Doña Luisa,localidad,Doña Luisa,wiki=sin_match: Doña Susana https://es.wikipedia.org/wiki/Do%C3%B1a_Susana,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p02,26,El Colorado,localidad,El Colorado,wiki=sin_match: El Colorado (Formosa) https://es.wikipedia.org/wiki/El_Colorado_(Formosa),,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p02,162,El Malacara,localidad,El Malacara,wiki=aproximado: El Malacate https://es.wikipedia.org/wiki/El_Malacate,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v6_p02,237,El Pértigo,localidad,El Pértigo,wiki=aproximado: El Perdigón https://es.wikipedia.org/wiki/El_Perdig%C3%B3n,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p02,201,El Pintado,localidad,El Pintado,wiki=sin_match: El Pintado https://es.wikipedia.org/wiki/El_Pintado,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p02,171,Estación Los Tigres,localidad,Estación Los Tigres,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p02,214,Fortín Aguilar,localidad,Fortín Aguilar,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p02,275,Fortín Cardoso,localidad,Fortín Cardoso,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p03,139,Garza,localidad,Garza,wiki=sin_match: Garza https://es.wikipedia.org/wiki/Garza,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p03,14,Gral. José de San Martín,localidad,Gral. José de San Martín,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p03,159,Girardet,localidad,Girardet,wiki=aproximado: Girardot https://es.wikipedia.org/wiki/Girardot,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p03,170,Granadero Gatica,localidad,Granadero Gatica,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p03,247,Haase,localidad,Haase,wiki=sin_match: Hugo Haase https://es.wikipedia.org/wiki/Hugo_Haase,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p03,150,Hoyón,localidad,Hoyón,wiki=sin_match: Hoyo negro https://es.wikipedia.org/wiki/Hoyo_negro,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p03,273,Huayamampa,localidad,Huayamampa,wiki=aproximado: Huayupampa (Lima) https://es.wikipedia.org/wiki/Huayupampa_(Lima),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v6_p03,258,Ingeniero Ezcurra,localidad,Ingeniero Ezcurra,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p03,158,Itín,localidad,Itín,wiki=sin_match: Itín https://es.wikipedia.org/wiki/It%C3%ADn,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p03,185,Juncal Grande,localidad,Juncal Grande,wiki=aproximado: Junta Grande https://es.wikipedia.org/wiki/Junta_Grande,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-sin_match,v6_p03,132,Km. 100 Nav. Río Bermejo,localidad,Km. 100 Nav. Río Bermejo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p03,223,Kilómetro 213,localidad,Kilómetro 213,wiki=aproximado: Kilómetro 31 https://es.wikipedia.org/wiki/Kil%C3%B3metro_31,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p03,245,La Brea,localidad,La Brea,wiki=sin_match: La Brea (serie de televisión) https://es.wikipedia.org/wiki/La_Brea_(serie_de_televisi%C3%B3n),,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p04,282,Las Abras,localidad,Las Abras,wiki=aproximado: Las Cabras https://es.wikipedia.org/wiki/Las_Cabras,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p04,27,Las Palmas,localidad,Las Palmas,wiki=sin_match: Las Palmas (A-52) https://es.wikipedia.org/wiki/Las_Palmas_(A-52),,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p04,12,Las Termas,localidad,Las Termas,wiki=aproximado: Las Heras (Santa Cruz) https://es.wikipedia.org/wiki/Las_Heras_(Santa_Cruz),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v6_p04,136,Las Tinajas,localidad,Las Tinajas,wiki=sin_match: Las Tinajas https://es.wikipedia.org/wiki/Las_Tinajas,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p04,190,La Tapa,localidad,La Tapa,wiki=sin_match: La tapadera (serie de televisión) https://es.wikipedia.org/wiki/La_tapadera_(serie_de_televisi%C3%B3n),,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p04,212,Los Linares,localidad,Los Linares,wiki=aproximado: Los Vinagres https://es.wikipedia.org/wiki/Los_Vinagres,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v6_p04,151,Los Matacos,localidad,Los Matacos,wiki=aproximado: Los Haticos https://es.wikipedia.org/wiki/Los_Haticos,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p04,270,Llajta Mauca,localidad,Llajta Mauca,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p04,222,Mailín,localidad,Mailín,wiki=aproximado: Mai Lin https://es.wikipedia.org/wiki/Mai_Lin,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-aproximado,v6_p04,262,Malota,localidad,Malota,wiki=aproximado: Malta https://es.wikipedia.org/wiki/Malta,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p04,197,Mal Paso,localidad,Mal Paso,wiki=sin_match: Mal Paso (Aguada) https://es.wikipedia.org/wiki/Mal_Paso_(Aguada),,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p04,276,Melero,localidad,Melero,wiki=sin_match: Daniel Melero https://es.wikipedia.org/wiki/Daniel_Melero,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p05,120,Mesón de Pierro,localidad,Mesón de Pierro,wiki=aproximado: Mesón de Fierro https://es.wikipedia.org/wiki/Mes%C3%B3n_de_Fierro,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-aproximado,v6_p05,277,Miel de Palo,localidad,Miel de Palo,wiki=aproximado: Miel de palma https://es.wikipedia.org/wiki/Miel_de_palma,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p05,152,Misión Fco. Tacaaglé,localidad,Misión Fco. Tacaaglé,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p05,43,Misión San Fco. de Laishí,localidad,Misión San Fco. de Laishí,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p05,268,Oetling,localidad,Oetling,wiki=sin_match: Elena Oetling https://es.wikipedia.org/wiki/Elena_Oetling,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p05,124,Otumpa,localidad,Otumpa,wiki=sin_match: Otumpa https://es.wikipedia.org/wiki/Otumpa,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p05,209,Pampa Florida,localidad,Pampa Florida,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p05,205,Pozo del Indio,localidad,Pozo del Indio,wiki=aproximado: Paso del Indio https://es.wikipedia.org/wiki/Paso_del_Indio,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v6_p05,130,Pozo Grande,localidad,Pozo Grande,wiki=aproximado: Paco Grande https://es.wikipedia.org/wiki/Paco_Grande,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v6_p05,257,Pozo Herrera,localidad,Pozo Herrera,wiki=aproximado: Paco Herrera https://es.wikipedia.org/wiki/Paco_Herrera,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p05,7,Pcia. Roque Saenz Peña,localidad,Pcia. Roque Saenz Peña,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p05,131,Presidente Irigoyen,localidad,Presidente Irigoyen,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p06,259,Punta Corral,localidad,Punta Corral,wiki=sin_match: Punta Morrell https://es.wikipedia.org/wiki/Punta_Morrell,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p06,233,Quebracho Coto,localidad,Quebracho Coto,wiki=sin_match: Quebracho Colorado https://es.wikipedia.org/wiki/Quebracho_Colorado,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p06,161,Ramírez de Velasco,localidad,Ramírez de Velasco,wiki=aproximado: Ramírez de Velazco https://es.wikipedia.org/wiki/Ram%C3%ADrez_de_Velazco,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v6_p06,57,Riacho He He,localidad,Riacho He He,wiki=aproximado: Riacho He-Hé https://es.wikipedia.org/wiki/Riacho_He-H%C3%A9,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-aproximado,v6_p06,219,Sabagasta,localidad,Sabagasta,wiki=aproximado: Sañogasta https://es.wikipedia.org/wiki/Sa%C3%B1ogasta,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p06,71,Samuhú,localidad,Samuhú,wiki=sin_match: Samuhú https://es.wikipedia.org/wiki/Samuh%C3%BA,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p06,164,San Antonio de Copo,localidad,San Antonio de Copo,wiki=sin_match: San Antonio de Cortés https://es.wikipedia.org/wiki/San_Antonio_de_Cort%C3%A9s,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v6_p06,126,San Pedro,localidad,San Pedro,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p06,126,San Pedro,localidad,San Pedro,wiki=sin_match: San Pedro https://es.wikipedia.org/wiki/San_Pedro,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,107,Tacañitas,localidad,Tacañitas,wiki=sin_match: Tacañitas https://es.wikipedia.org/wiki/Taca%C3%B1itas,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,250,Teniente Brown,localidad,Teniente Brown,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,256,Tipiro,localidad,Tipiro,wiki=sin_match: Tipitapa https://es.wikipedia.org/wiki/Tipitapa,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,279,Tobas,localidad,Tobas,wiki=sin_match: Tobas https://es.wikipedia.org/wiki/Tobas,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,193,Urutaú,localidad,Urutaú,wiki=sin_match: Urutaú https://es.wikipedia.org/wiki/Uruta%C3%BA,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,182,Velaz,localidad,Velaz,wiki=sin_match: Lorena Velázquez https://es.wikipedia.org/wiki/Lorena_Vel%C3%A1zquez,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p07,180,Vicentini,localidad,Vicentini,wiki=aproximado: Vicentico https://es.wikipedia.org/wiki/Vicentico,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p07,196,Villa Brana,localidad,Villa Brana,wiki=sin_match: Villabrázaro https://es.wikipedia.org/wiki/Villabr%C3%A1zaro,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,122,Villa Escobar Navegación Río Bermejo,localidad,Villa Escobar Navegación Río Bermejo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,266,Villa Guasayán,localidad,Villa Guasayán,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v6_p07,254,Villa Matoque,localidad,Villa Matoque,wiki=sin_match: Villa Moquehue https://es.wikipedia.org/wiki/Villa_Moquehue,,resuelto,regla:diferido-paso3
2.2-aproximado,v6_p07,145,Villa Robles,localidad,Villa Robles,wiki=aproximado: Villa Roulet https://es.wikipedia.org/wiki/Villa_Roulet,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v6_p07,89,Zanjón,localidad,Zanjón,wiki=sin_match: Zanjón https://es.wikipedia.org/wiki/Zanj%C3%B3n,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p01,216,Acambuco,localidad,Acambuco,wiki=aproximado: Arcabuco https://es.wikipedia.org/wiki/Arcabuco,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p01,146,Agua Dulce,localidad,Agua Dulce,wiki=sin_match: Agua dulce https://es.wikipedia.org/wiki/Agua_dulce,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p01,362,Agunyo,localidad,Agunyo,wiki=aproximado: Agudo (Ciudad Real) https://es.wikipedia.org/wiki/Agudo_(Ciudad_Real),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v7_p01,212,Amaichá del Valle,localidad,Amaichá del Valle,wiki=sin_match: Amaicha del Valle https://es.wikipedia.org/wiki/Amaicha_del_Valle,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p01,305,Arároz,localidad,Arároz,wiki=aproximado: Arroz https://es.wikipedia.org/wiki/Arroz,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-sin_match,v7_p01,331,Arauco,localidad,Arauco,wiki=sin_match: Arauco https://es.wikipedia.org/wiki/Arauco,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p01,370,Bajo Grande,localidad,Bajo Grande,wiki=aproximado: Bado Grande https://es.wikipedia.org/wiki/Bado_Grande,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p02,226,Balcosna,localidad,Balcosna,wiki=sin_match: Balcosna https://es.wikipedia.org/wiki/Balcosna,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p02,317,Cangrejilla,localidad,Cangrejilla,wiki=aproximado: Cangrejillos https://es.wikipedia.org/wiki/Cangrejillos,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p02,187,Capayán,localidad,Capayán,wiki=sin_match: Capayán (Catamarca) https://es.wikipedia.org/wiki/Capay%C3%A1n_(Catamarca),,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p02,372,Capitán J. Page,localidad,Capitán J. Page,wiki=sin_match: Capitanía general de Cuba https://es.wikipedia.org/wiki/Capitan%C3%ADa_general_de_Cuba,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p02,428,Carahuasi,localidad,Carahuasi,wiki=aproximado: Carauari https://es.wikipedia.org/wiki/Carauari,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p02,222,Carrizal,localidad,Carrizal,wiki=sin_match: Carrizal https://es.wikipedia.org/wiki/Carrizal,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p02,3,Catamarca,localidad,Catamarca,wiki=sin_match: Catamarca https://es.wikipedia.org/wiki/Catamarca,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p02,341,Cebollar,localidad,Cebollar,wiki=sin_match: Cebollitas (serie de televisión) https://es.wikipedia.org/wiki/Cebollitas_(serie_de_televisi%C3%B3n),,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p02,151,Cevil Pozo,localidad,Cevil Pozo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p02,304,Cevil Redondo,localidad,Cevil Redondo,wiki=sin_match: Cevil Redondo https://es.wikipedia.org/wiki/Cevil_Redondo,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p02,350,Cienaguillas,localidad,Cienaguillas,wiki=aproximado: Cieneguillas (Argentina) https://es.wikipedia.org/wiki/Cieneguillas_(Argentina),,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p03,414,Comandante Leal,localidad,Comandante Leal,wiki=sin_match: Comandante Salvador https://es.wikipedia.org/wiki/Comandante_Salvador,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,153,Cnel. Juan Solá Morillo,localidad,Cnel. Juan Solá Morillo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,418,Corral de Isaac,localidad,Corral de Isaac,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,422,Crossmayo,localidad,Crossmayo,wiki=sin_match: Crossmaglen https://es.wikipedia.org/wiki/Crossmaglen,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,168,Chañar,localidad,Chañar,wiki=sin_match: Chañar https://es.wikipedia.org/wiki/Cha%C3%B1ar,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,399,Chelcos,localidad,Chelcos,wiki=sin_match: Chelonioidea https://es.wikipedia.org/wiki/Chelonioidea,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,257,Chicligasta,localidad,Chicligasta,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,293,Dr. Facundo Zuviría,localidad,Dr. Facundo Zuviría,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p03,246,Dragones,localidad,Dragones,wiki=sin_match: Dragones https://es.wikipedia.org/wiki/Dragones,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,181,El Molino,localidad,El Molino,wiki=sin_match: El Molino https://es.wikipedia.org/wiki/El_Molino,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p04,310,El Morano,localidad,El Morano,wiki=aproximado: El Molino (cabaré) https://es.wikipedia.org/wiki/El_Molino_(cabar%C3%A9),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v7_p04,178,El Naranjo,localidad,El Naranjo,wiki=sin_match: El Naranjo https://es.wikipedia.org/wiki/El_Naranjo,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,288,El Potrero,localidad,El Potrero,wiki=sin_match: El Potrero https://es.wikipedia.org/wiki/El_Potrero,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,298,El Recreo,localidad,El Recreo,wiki=sin_match: El Recreo https://es.wikipedia.org/wiki/El_Recreo,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p04,408,El Taco,localidad,El Taco,wiki=aproximado: El Tabo https://es.wikipedia.org/wiki/El_Tabo,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p04,183,Estación Masán,localidad,Estación Masán,wiki=aproximado: Estación Mazán https://es.wikipedia.org/wiki/Estaci%C3%B3n_Maz%C3%A1n,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p04,363,Esteban de Urizar,localidad,Esteban de Urizar,wiki=sin_match: Esteban de Urizar y Arespacochaga https://es.wikipedia.org/wiki/Esteban_de_Urizar_y_Arespacochaga,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,96,Gastona,localidad,Gastona,wiki=sin_match: Gastón Ávila https://es.wikipedia.org/wiki/Gast%C3%B3n_%C3%81vila,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,398,General Alvarado,localidad,General Alvarado,wiki=sin_match: General Alvarado https://es.wikipedia.org/wiki/General_Alvarado,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,19,General Martín Miguel de Güemes,localidad,General Martín Miguel de Güemes,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,308,Gobernador Piedrabuena,localidad,Gobernador Piedrabuena,wiki=sin_match: Gobernador Piedrabuena https://es.wikipedia.org/wiki/Gobernador_Piedrabuena,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p04,279,Golpes,localidad,Golpes,wiki=sin_match: Golpes Bajos https://es.wikipedia.org/wiki/Golpes_Bajos,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,402,Huasa Pampa Sud,localidad,Huasa Pampa Sud,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,30,Ingenio La Esperanza,localidad,Ingenio La Esperanza,wiki=sin_match:,,resuelto,regla:diferido-paso3
